timestamp,price
1704585602,0.0065
1704672002,0.009
1704758403,0.0145
1704844803,0.011
1704931203,0.0125
1705017603,0.0125
1705104002,0.012
1705190402,0.009
1705276803,0.0095
1705363202,0.0095
1705449603,0.0095
1705536002,0.0095
1705622402,0.007
1705708803,0.0075
1705795202,0.0075
1705881602,0.0075
1705968003,0.0055
1706054402,0.0055
1706140802,0.005
1706227202,0.005
1706313602,0.0045
1706400002,0.0045
1706486402,0.0035
1706572802,0.005
1706659202,0.0035
1706745602,0.0035
1706832002,0.0045
1706918402,0.0045
1707004803,0.0085
1707091202,0.007
1707177602,0.006
1707264002,0.0075
1707350402,0.0075
1707436802,0.006
1707523203,0.0045
1707609603,0.005
1707696003,0.0055
1707782402,0.0045
1707868803,0.0045
1707955203,0.0045
1708041603,0.0035
1708128002,0.004
1708214402,0.0045
1708300802,0.0045
1708387202,0.0045
1708473603,0.004
1708560002,0.004
1708646402,0.0045
1708732802,0.0045
1708819202,0.0045
1708905602,0.0055
1708992002,0.0055
1709078403,0.0055
1709164802,0.006
1709251202,0.0055
1709337603,0.0055
1709424003,0.0045
1709510403,0.0045
1709596803,0.0045
1709683203,0.0045
1709769602,0.0045
1709856002,0.0035
1709942403,0.0045
1710028802,0.0045
1710115202,0.0045
1710201602,0.0035
1710288003,0.0045
1710374403,0.005
1710460803,0.005
1710547202,0.005
1710633603,0.005
1710720003,0.006
1710806402,0.006
1710892803,0.0055
1710979203,0.0055
1711065602,0.0055
1711152003,0.0035
1711238403,0.005
1711324803,0.0055
1711411202,0.0055
1711497603,0.0055
1711584003,0.0055
1711670402,0.006
1711756802,0.0055
1711843203,0.0055
1711929602,0.0055
1712016003,0.0055
1712102403,0.005
1712188803,0.005
1712275203,0.0045
1712361603,0.0045
1712448002,0.0045
1712534403,0.0045
1712620803,0.0045
1712707203,0.0045
1712793603,0.0045
1712880003,0.0045
1712966402,0.0045
1713052803,0.0045
1713139203,0.0045
1713225603,0.005
1713312003,0.0045
1713398403,0.005
1713484803,0.0075
1713571202,0.007
1713657603,0.007
1713744003,0.007
1713830402,0.007
1713916803,0.007
1714003203,0.007
1714089602,0.0065
1714176003,0.0065
1714262403,0.0065
1714348803,0.0065
1714435204,0.0065
1714521603,0.0065
1714608003,0.0045
1714694403,0.0045
1714780803,0.0045
1714867203,0.0045
1714953602,0.0045
1715040002,0.0045
1715126403,0.0045
1715212803,0.005
1715299203,0.005
1715385604,0.006
1715472003,0.006
1715558404,0.006
1715644803,0.006
1715731204,0.0045
1715817604,0.0045
1715904003,0.0045
1715990403,0.0045
1716076803,0.0045
1716163203,0.0045
1716249603,0.0045
1716336003,0.0045
1716422403,0.0045
1716508803,0.005
1716595203,0.0035
1716681603,0.0035
