timestamp,price
1704412803,0.5
1704499202,0.085
1704585602,0.085
1704672002,0.065
1704758403,0.055
1704844803,0.045
1704931203,0.055
1705017603,0.075
1705104002,0.065
1705190402,0.065
1705276803,0.065
1705363202,0.055
1705449603,0.045
1705536002,0.0345
1705622402,0.033
1705708803,0.028
1705795202,0.027
1705881602,0.0255
1705968003,0.013
1706054402,0.0105
1706140802,0.0075
1706227202,0.01
1706313602,0.011
1706400002,0.011
1706486402,0.0085
1706572802,0.0095
1706659202,0.008
1706745602,0.01
1706832002,0.008
1706918402,0.009
1707004803,0.012
1707091202,0.012
1707177602,0.0125
1707264002,0.0135
1707350402,0.01
1707436802,0.0085
1707523203,0.0075
1707609603,0.007
1707696003,0.0065
1707782402,0.0055
1707868803,0.006
1707955203,0.006
1708041603,0.0055
1708128002,0.0055
1708214402,0.0065
1708300802,0.0055
1708387202,0.005
1708473603,0.0075
1708560002,0.0085
1708646402,0.011
1708732802,0.0115
1708819202,0.011
1708905602,0.0175
1708992002,0.01
1709078403,0.01
1709164802,0.014
1709251202,0.0115
1709337603,0.013
1709424003,0.0095
1709510403,0.0085
1709596803,0.008
1709683203,0.0085
1709769602,0.0045
1709856002,0.005
1709942403,0.0055
1710028802,0.0045
1710115202,0.0045
1710201602,0.0045
1710288003,0.004
1710374403,0.0035
1710460803,0.0035
1710547202,0.0035
1710633603,0.0035
1710720003,0.0035
1710806402,0.0035
1710892803,0.0035
1710979203,0.0035
1711065602,0.0025
1711152003,0.0025
1711238403,0.0025
1711324803,0.0025
1711411202,0.0025
1711497603,0.0025
1711584003,0.0025
1711670402,0.0025
1711756802,0.0025
1711843203,0.0035
1711929602,0.0035
1712016003,0.003
1712102403,0.003
1712188803,0.003
1712275203,0.003
1712361603,0.003
1712448002,0.003
1712534403,0.003
1712620803,0.003
1712707203,0.003
1712793603,0.003
1712880003,0.003
1712966402,0.003
1713052803,0.0035
1713139203,0.0035
1713225603,0.0035
1713312003,0.0035
1713398403,0.0045
1713484803,0.004
1713571202,0.0045
1713657603,0.0045
1713744003,0.004
1713830402,0.004
1713916803,0.004
1714003203,0.004
1714089602,0.004
1714176003,0.0035
1714262403,0.0035
1714348803,0.0035
1714435204,0.0035
1714521603,0.0035
1714608003,0.0025
1714694403,0.0035
1714780803,0.0045
1714867203,0.005
1714953602,0.0045
1715040002,0.0025
1715126403,0.0025
1715212803,0.0015
1715299203,0.0025
1715385604,0.0025
1715472003,0.002
1715558404,0.0025
1715644803,0.002
1715731204,0.0025
1715817604,0.0025
1715904003,0.0025
1715990403,0.0025
1716076803,0.0025
1716163203,0.0025
1716249603,0.0025
1716336003,0.0015
1716422403,0.002
1716508803,0.0025
1716595203,0.0035
1716681603,0.0035
1716768003,0.0025
1716854403,0.0025
1716940804,0.003
1717027203,0.0025
1717113603,0.0025
1717200003,0.0025
1717286403,0.0025
1717372803,0.0025
1717459202,0.0025
1717545602,0.0025
1717632003,0.0025
1717718402,0.0025
1717804802,0.0025
1717891203,0.0025
1717977604,0.0025
1718064002,0.0025
1718150403,0.0015
1718236803,0.0015
1718323203,0.0015
1718409604,0.0015
1718496004,0.0015
1718582404,0.002
1718668803,0.0025
1718755203,0.0025
1718841604,0.0025
1718928003,0.0025
1719014402,0.0025
1719100803,0.0035
1719187203,0.0035
1719273603,0.003
1719360003,0.0025
1719446402,0.0025
1719532803,0.0025
1719619202,0.0015
1719705602,0.002
1719792002,0.0025
1719878403,0.0025
1719964802,0.0015
1720051203,0.0015
1720137602,0.0015
1720224002,0.0015
1720310402,0.0015
1720396802,0.0015
1720483202,0.0015
1720569603,0.0015
1720656003,0.0015
1720742402,0.0015
1720828803,0.0015
1720915202,0.0015
1721001603,0.0025
1721088002,0.0015
1721174401,0.0015
1721260802,0.0015
1721347201,0.0005
1721433601,0.0005
1721520001,0.0005
1721606401,0.0005
1721692801,0.0005
1721779201,0.0005
1721865601,0.0005
1721952002,0.0005
1722038402,0.0005
1722124802,0.0005
1722211202,0.0005
1722297601,0.0005
1722384002,0.0005
1722470402,0.0005
1722556801,0.0005
1722643202,0.0005
1722729601,0.0005
1722816001,0.0005
1722902401,0.0005
1722988801,0.0015
1723075201,0.0015
1723161602,0.0035
1723248002,0.0035
1723334401,0.0045
1723420801,0.0035
1723507202,0.0025
1723593602,0.0025
1723680002,0.0015
1723766402,0.0025
1723852802,0.0025
1723939202,0.003
1724025602,0.0025
1724112001,0.0015
1724198402,0.0025
1724284802,0.0025
1724371202,0.0015
1724457602,0.0015
1724544001,0.0025
1724630402,0.0015
1724716801,0.0015
1724803201,0.0025
1724889602,0.0035
1724976002,0.0015
1725062402,0.0015
1725148802,0.0015
1725235202,0.0015
1725321602,0.0015
1725408002,0.0015
1725494402,0.0015
1725580802,0.0015
1725667202,0.0015
1725753602,0.0015
1725840001,0.0015
1725926402,0.0015
1726012801,0.0015
1726099202,0.0015
1726185602,0.0015
1726272002,0.0015
1726358402,0.0015
1726444802,0.0015
1726531202,0.0015
1726617602,0.0015
1726704001,0.0015
1726790402,0.0015
1726876802,0.0015
1726963202,0.0015
1727049602,0.0015
1727136002,0.0015
1727222402,0.0015
1727308802,0.0015
1727395202,0.0015
1727481602,0.0015
1727568003,0.0015
1727654403,0.0015
1727740802,0.0015
1727827202,0.0015
1727913602,0.0015
1728000002,0.0015
1728086402,0.0015
1728172802,0.0015
1728259202,0.0015
1728345602,0.0005
1728432002,0.0005
1728518402,0.0015
1728604803,0.0005
1728691202,0.0005
1728777603,0.0005
1728864002,0.0005
1728950402,0.0005
1729036803,0.0005
1729123202,0.0005
1729209602,0.0005
1729296002,0.0005
1729382402,0.0005
1729468802,0.0005
1729555202,0.0005
1729641602,0.0005
1729728003,0.0005
1729814403,0.0005
1729900803,0.0005
1729987203,0.0005
1730073603,0.0005
1730160002,0.0005
1730246403,0.0005
1730332803,0.0005
1730419203,0.0005
1730505603,0.0005
1730592003,0.0005
1730678403,0.0005
1730764802,0.0005
1730851202,0.0005
